Origen,Destino,Distancia carretera (km),Distancia 3D (km),Diferencia (km),Tiempo estimado (min)
Frontera Comalapa,Santiago el Pinar,237.096,238.205,1.109,261.6
Frontera Comalapa,Siltepec,82.434,83.679,1.245,109.1
Frontera Comalapa,Simojovel,298.842,301.191,2.349,329.7
Frontera Comalapa,Sitalá,283.891,285.67,1.779,314.7
Frontera Comalapa,Socoltenango,117.085,117.341,0.256,165.2
Frontera Comalapa,Solosuchiapa,392.447,395.945,3.497,388.3
Frontera Comalapa,Soyaló,278.869,280.28,1.411,281.2
Frontera Comalapa,Suchiapa,225.142,225.598,0.456,276.0
Frontera Comalapa,Suchiate,209.683,212.577,2.894,203.1
Frontera Comalapa,Sunuapa,452.629,454.634,2.006,420.3
Frontera Comalapa,Tapachula,165.921,168.796,2.876,167.1
Frontera Comalapa,Tapalapa,369.619,372.725,3.106,374.2
Frontera Comalapa,Tapilula,360.609,363.186,2.577,349.1
Frontera Comalapa,Tecpatán,377.236,378.971,1.735,345.9
Frontera Comalapa,Tenejapa,228.798,229.731,0.934,239.4
Frontera Comalapa,Teopisca,175.919,176.28,0.361,181.4
Frontera Comalapa,Tila,369.961,372.195,2.234,382.3
Frontera Comalapa,Tonalá,324.2,327.168,2.968,287.1
Frontera Comalapa,Totolapa,206.931,207.791,0.861,213.9
Frontera Comalapa,Tumbalá,351.125,352.96,1.834,357.9
Frontera Comalapa,Tuxtla Chico,185.995,188.9,2.905,178.7
Frontera Comalapa,Tuxtla Gutiérrez,259.372,260.308,0.936,247.9
Frontera Comalapa,Tuzantán,130.468,133.281,2.814,136.5
Frontera Comalapa,Tzimol,117.243,117.509,0.266,121.0
Frontera Comalapa,Unión Juárez,147.508,153.183,5.676,188.9
Frontera Comalapa,Venustiano Carranza,138.731,138.982,0.252,191.0
Frontera Comalapa,Villa Comaltitlán,157.13,159.974,2.845,161.6
Frontera Comalapa,Villa Corzo,212.669,213.284,0.615,274.9
Frontera Comalapa,Villaflores,232.309,232.712,0.403,273.9
Frontera Comalapa,Yajalón,327.119,328.52,1.401,326.6
Frontera Comalapa,Zinacantán,223.844,224.669,0.825,224.0
Frontera Comalapa,Ángel Albino Corzo,153.365,156.602,3.237,196.2
Frontera Hidalgo,Acacoyagua,124.666,124.984,0.319,124.4
Frontera Hidalgo,Acala,452.146,452.951,0.806,361.7
Frontera Hidalgo,Acapetahua,122.028,122.177,0.149,121.6
Frontera Hidalgo,Aldama,396.087,400.0,3.913,398.6
Frontera Hidalgo,Altamirano,368.548,372.45,3.903,433.8
Frontera Hidalgo,Amatenango de la Frontera,163.976,167.53,3.554,159.9
Frontera Hidalgo,Amatenango del Valle,319.348,322.522,3.174,302.1
Frontera Hidalgo,Amatán,585.56,588.885,3.325,502.8
Frontera Hidalgo,Arriaga,276.995,277.248,0.253,215.1
Frontera Hidalgo,Bejucal de Ocampo,162.397,165.971,3.574,179.1
Frontera Hidalgo,Bella Vista,197.1,200.666,3.567,190.9
Frontera Hidalgo,Benemérito de las Américas,474.37,610.63,136.26,458.3
Frontera Hidalgo,Berriozábal,398.43,399.203,0.773,319.5
Frontera Hidalgo,Bochil,480.362,481.724,1.362,379.5
Frontera Hidalgo,Cacahoatán,50.554,50.847,0.293,59.4
Frontera Hidalgo,Capitán Luis Ángel Vidal,228.155,239.133,10.978,274.7
Frontera Hidalgo,Catazajá,711.479,706.022,-5.458,563.8
Frontera Hidalgo,Chalchihuitán,419.871,424.221,4.35,412.6
Frontera Hidalgo,Chamula,377.909,381.426,3.516,366.2
Frontera Hidalgo,Chanal,349.652,353.068,3.415,372.4
Frontera Hidalgo,Chapultenango,531.006,533.639,2.633,456.4
Frontera Hidalgo,Chenalhó,413.975,418.045,4.07,400.7
Frontera Hidalgo,Chiapa de Corzo,425.553,426.299,0.746,333.4
Frontera Hidalgo,Chiapilla,360.524,363.633,3.109,371.0
Frontera Hidalgo,Chicoasén,443.669,445.069,1.4,359.2
Frontera Hidalgo,Chicomuselo,233.261,236.644,3.383,240.9
Frontera Hidalgo,Chilón,474.827,478.974,4.147,449.9
Frontera Hidalgo,Cintalapa de Figueroa,341.339,341.894,0.555,270.7
Frontera Hidalgo,Coapilla,469.807,471.492,1.685,392.2
Frontera Hidalgo,Comitán de Domínguez,275.034,278.133,3.099,261.2
Frontera Hidalgo,Copainalá,450.937,452.262,1.326,364.0
Frontera Hidalgo,El Bosque,502.187,503.968,1.781,407.6
Frontera Hidalgo,El Parral,347.405,355.775,8.371,364.8
Frontera Hidalgo,El Porvenir,144.647,148.268,3.621,145.6
Frontera Hidalgo,Emiliano Zapata,444.102,444.895,0.792,357.7
Frontera Hidalgo,Escuintla,118.289,118.522,0.233,106.7
Frontera Hidalgo,Francisco León,510.849,512.95,2.101,426.3
Frontera Hidalgo,Frontera Comalapa,202.257,205.17,2.913,200.1
Frontera Hidalgo,Honduras de la Sierra,185.67,193.346,7.676,212.8
Frontera Hidalgo,Huehuetán,59.271,59.355,0.084,60.2
Frontera Hidalgo,Huitiupán,545.117,547.467,2.349,453.5
Frontera Hidalgo,Huixtla,79.001,79.11,0.109,76.2
Frontera Hidalgo,Huixtán,370.087,373.452,3.365,349.7
Frontera Hidalgo,Ixhuatán,564.271,566.845,2.574,462.7
Frontera Hidalgo,Ixtacomitán,575.817,577.775,1.958,478.1
Frontera Hidalgo,Ixtapa,447.43,448.47,1.04,349.8
Frontera Hidalgo,Ixtapangajoya,606.372,608.584,2.212,530.3
Frontera Hidalgo,Jiquipilas,346.267,346.843,0.576,277.5
Frontera Hidalgo,Jitotol,505.969,507.788,1.82,407.2
Frontera Hidalgo,Juárez,559.891,561.193,1.302,456.6
Frontera Hidalgo,La Concordia,273.059,276.201,3.142,295.9
Frontera Hidalgo,La Grandeza,165.751,170.235,4.484,169.3
Frontera Hidalgo,La Independencia,284.893,287.986,3.093,272.0
Frontera Hidalgo,La Libertad,592.793,597.791,4.998,568.2
Frontera Hidalgo,La Trinitaria,256.862,259.945,3.083,243.7
Frontera Hidalgo,Larráinzar,405.966,410.026,4.06,417.8
Frontera Hidalgo,Las Margaritas,292.157,295.277,3.12,280.4
Frontera Hidalgo,Las Rosas,312.23,315.406,3.176,300.4
Frontera Hidalgo,Mapastepec,139.384,139.553,0.169,122.8
Frontera Hidalgo,Maravilla Tenejapa,359.829,365.24,5.411,372.5
Frontera Hidalgo,Marqués de Comillas,461.18,597.466,136.286,458.6
Frontera Hidalgo,Mazapa de Madero,144.184,146.862,2.679,149.9
Frontera Hidalgo,Mazatán,61.333,61.411,0.078,65.3
Frontera Hidalgo,Metapa,11.749,11.758,0.009,19.0
Frontera Hidalgo,Mezcalapa,453.588,454.727,1.138,355.3
Frontera Hidalgo,Mitontic,397.545,401.813,4.268,391.2
Frontera Hidalgo,Montecristo de Guerrero,233.501,241.605,8.104,251.6
Frontera Hidalgo,Motozintla,102.912,103.71,0.797,97.6
Frontera Hidalgo,Nicolás Ruíz,334.45,337.589,3.139,341.3
Frontera Hidalgo,Ocosingo,612.003,748.493,136.49,619.1
Frontera Hidalgo,Ocotepec,493.589,495.549,1.96,427.9
Frontera Hidalgo,Ocozocoautla de Espinosa,366.724,367.379,0.655,290.0
Frontera Hidalgo,Ostuacán,505.323,506.724,1.401,396.5
Frontera Hidalgo,Osumacinta,424.493,425.511,1.019,335.7
Frontera Hidalgo,Oxchuc,396.19,399.763,3.574,376.6
Frontera Hidalgo,Palenque,569.676,574.665,4.989,545.6
Frontera Hidalgo,Pantelhó,436.195,440.924,4.728,442.1
Frontera Hidalgo,Pantepec,501.104,503.522,2.418,439.8
Frontera Hidalgo,Pichucalco,563.704,565.623,1.919,465.5
Frontera Hidalgo,Pijijiapan,171.811,172.009,0.198,143.2
Frontera Hidalgo,Pueblo Nuevo Solistahuacán,520.473,522.399,1.926,416.8
Frontera Hidalgo,Rayón,540.141,542.427,2.285,434.3
Frontera Hidalgo,Reforma,555.61,556.906,1.296,449.0
Frontera Hidalgo,Rincón Chamula San Pedro,528.952,530.942,1.989,426.1
Frontera Hidalgo,Sabanilla,576.411,579.565,3.154,501.2
Frontera Hidalgo,Salto de Agua,542.55,547.382,4.832,522.2
Frontera Hidalgo,San Andrés Duraznal,534.532,536.709,2.177,443.9
Frontera Hidalgo,San Cristóbal de las Casas,361.931,365.248,3.318,342.8
Frontera Hidalgo,San Fernando,409.236,410.021,0.784,325.8
Frontera Hidalgo,San Juan Cancuc,418.457,422.494,4.036,418.8
Frontera Hidalgo,San Lucas,373.895,377.128,3.233,393.4
Frontera Hidalgo,Santiago el Pinar,399.519,403.48,3.962,407.1
Frontera Hidalgo,Siltepec,168.547,173.459,4.912,173.8
Frontera Hidalgo,Simojovel,550.425,552.802,2.377,472.1
Frontera Hidalgo,Sitalá,446.314,450.946,4.632,460.2
Frontera Hidalgo,Socoltenango,299.271,302.308,3.037,310.8
Frontera Hidalgo,Solosuchiapa,586.477,589.843,3.366,487.5
Frontera Hidalgo,Soyaló,446.162,447.798,1.636,367.8
Frontera Hidalgo,Suchiapa,415.169,415.967,0.798,334.1
Frontera Hidalgo,Suchiate,27.433,27.449,0.016,32.8
Frontera Hidalgo,Sunuapa,547.196,548.867,1.671,446.0
Frontera Hidalgo,Tapachula,43.119,43.202,0.083,46.7
Frontera Hidalgo,Tapalapa,496.47,498.927,2.457,437.3
Frontera Hidalgo,Tapilula,554.639,557.084,2.446,448.3
Frontera Hidalgo,Tecpatán,471.803,473.204,1.4,371.6
Frontera Hidalgo,Tenejapa,391.22,395.007,3.787,384.9
Frontera Hidalgo,Teopisca,338.341,341.555,3.214,326.9
Frontera Hidalgo,Tila,532.384,537.471,5.087,527.8
Frontera Hidalgo,Tonalá,265.209,265.456,0.247,220.5
Frontera Hidalgo,Totolapa,369.353,373.067,3.714,359.4
Frontera Hidalgo,Tumbalá,513.548,518.235,4.687,503.4
Frontera Hidalgo,Tuxtla Chico,17.817,17.832,0.015,23.4
Frontera Hidalgo,Tuxtla Gutiérrez,400.832,401.541,0.71,306.4
Frontera Hidalgo,Tuzantán,73.869,73.97,0.101,72.2
Frontera Hidalgo,Tzimol,279.666,282.784,3.119,266.5
Frontera Hidalgo,Unión Juárez,55.914,56.251,0.338,65.1
Frontera Hidalgo,Venustiano Carranza,320.917,323.95,3.033,336.7
Frontera Hidalgo,Villa Comaltitlán,98.139,98.262,0.124,94.9
Frontera Hidalgo,Villa Corzo,409.492,410.792,1.3,354.3
Frontera Hidalgo,Villaflores,374.142,375.173,1.03,304.8
Frontera Hidalgo,Yajalón,489.541,493.795,4.254,472.1
Frontera Hidalgo,Zinacantán,448.081,449.411,1.33,355.5
Frontera Hidalgo,Ángel Albino Corzo,269.275,277.634,8.36,293.1
Honduras de la Sierra,Acacoyagua,167.185,174.993,7.808,203.7
Honduras de la Sierra,Acala,227.121,229.307,2.186,255.6
Honduras de la Sierra,Acapetahua,164.547,172.185,7.638,200.9
Honduras de la Sierra,Aldama,289.923,292.655,2.732,333.3
Honduras de la Sierra,Altamirano,262.384,265.105,2.722,368.5
Honduras de la Sierra,Amatenango de la Frontera,89.629,91.64,2.011,123.8
Honduras de la Sierra,Amatenango del Valle,213.184,215.177,1.993,236.8
Honduras de la Sierra,Amatán,393.17,397.934,4.764,436.0
Honduras de la Sierra,Arriaga,280.779,283.559,2.781,285.3
Honduras de la Sierra,Bejucal de Ocampo,77.106,80.232,3.126,106.3
Honduras de la Sierra,Bella Vista,72.984,76.909,3.925,105.4
Honduras de la Sierra,Benemérito de las Américas,368.205,503.285,135.079,393.0
Honduras de la Sierra,Berriozábal,259.719,262.04,2.321,294.9
Honduras de la Sierra,Bochil,287.972,290.773,2.801,312.7
Honduras de la Sierra,Cacahoatán,143.742,155.171,11.429,217.1
Honduras de la Sierra,Capitán Luis Ángel Vidal,43.861,47.266,3.405,72.3
Honduras de la Sierra,Catazajá,500.734,504.553,3.82,506.1
Honduras de la Sierra,Chalchihuitán,313.707,316.876,3.169,347.3
Honduras de la Sierra,Chamula,271.745,274.081,2.335,300.9
Honduras de la Sierra,Chanal,243.488,245.722,2.234,307.1
Honduras de la Sierra,Chapultenango,373.225,377.533,4.308,435.8
Honduras de la Sierra,Chenalhó,307.811,310.699,2.889,335.4
Honduras de la Sierra,Chiapa de Corzo,198.77,200.893,2.123,225.3
Honduras de la Sierra,Chiapilla,242.318,244.571,2.253,276.7
Honduras de la Sierra,Chicoasén,283.378,286.283,2.904,318.2
Honduras de la Sierra,Chicomuselo,86.238,88.295,2.056,124.9
Honduras de la Sierra,Chilón,368.663,371.629,2.966,384.6
Honduras de la Sierra,Cintalapa de Figueroa,280.288,282.795,2.508,302.9
Honduras de la Sierra,Coapilla,309.517,312.706,3.189,351.2
Honduras de la Sierra,Comitán de Domínguez,168.87,170.787,1.918,195.8
Honduras de la Sierra,Copainalá,290.646,293.476,2.83,323.0
Honduras de la Sierra,El Bosque,309.797,313.017,3.22,340.8
Honduras de la Sierra,El Parral,163.413,165.495,2.083,186.2
Honduras de la Sierra,El Porvenir,51.029,53.161,2.132,70.7
Honduras de la Sierra,Emiliano Zapata,219.077,221.25,2.173,251.6
Honduras de la Sierra,Escuintla,111.474,119.875,8.402,160.8
Honduras de la Sierra,Francisco León,353.069,356.844,3.775,405.6
Honduras de la Sierra,Frontera Comalapa,96.093,97.825,1.732,134.8
Honduras de la Sierra,Frontera Hidalgo,186.07,193.753,7.684,212.2
Honduras de la Sierra,Huehuetán,134.192,141.804,7.612,166.8
Honduras de la Sierra,Huitiupán,352.727,356.516,3.788,386.7
Honduras de la Sierra,Huixtla,121.688,129.283,7.596,155.9
Honduras de la Sierra,Huixtán,263.923,266.107,2.184,284.4
Honduras de la Sierra,Ixhuatán,371.88,375.894,4.013,395.9
Honduras de la Sierra,Ixtacomitán,404.498,409.312,4.815,421.0
Honduras de la Sierra,Ixtapa,255.04,257.519,2.479,283.0
Honduras de la Sierra,Ixtapangajoya,432.988,438.071,5.084,473.9
Honduras de la Sierra,Jiquipilas,236.796,238.91,2.115,284.6
Honduras de la Sierra,Jitotol,313.579,316.837,3.259,340.4
Honduras de la Sierra,Juárez,425.544,428.419,2.874,437.5
Honduras de la Sierra,La Concordia,125.001,126.938,1.937,146.5
Honduras de la Sierra,La Grandeza,72.357,75.345,2.987,94.7
Honduras de la Sierra,La Independencia,178.729,180.641,1.912,206.7
Honduras de la Sierra,La Libertad,486.629,490.446,3.817,502.9
Honduras de la Sierra,La Trinitaria,150.698,152.599,1.902,178.3
Honduras de la Sierra,Larráinzar,299.471,302.519,3.048,353.2
Honduras de la Sierra,Las Margaritas,185.993,187.931,1.939,215.0
Honduras de la Sierra,Las Rosas,206.066,208.06,1.995,235.1
Honduras de la Sierra,Mapastepec,181.903,189.562,7.658,202.1
Honduras de la Sierra,Maravilla Tenejapa,253.665,257.895,4.23,307.2
Honduras de la Sierra,Marqués de Comillas,355.016,490.121,135.105,393.3
Honduras de la Sierra,Mazapa de Madero,91.167,95.61,4.443,141.2
Honduras de la Sierra,Mazatán,156.616,164.243,7.627,188.9
Honduras de la Sierra,Metapa,174.96,182.639,7.679,195.0
Honduras de la Sierra,Mezcalapa,319.241,321.952,2.711,336.2
Honduras de la Sierra,Mitontic,291.381,294.468,3.087,325.9
Honduras de la Sierra,Montecristo de Guerrero,49.509,51.325,1.816,73.1
Honduras de la Sierra,Motozintla,82.91,89.794,6.883,115.1
Honduras de la Sierra,Nicolás Ruíz,228.286,230.243,1.958,276.0
Honduras de la Sierra,Ocosingo,505.839,641.148,135.309,553.8
Honduras de la Sierra,Ocotepec,333.298,336.763,3.465,386.9
Honduras de la Sierra,Ocozocoautla de Espinosa,252.349,254.438,2.089,282.7
Honduras de la Sierra,Ostuacán,370.976,373.949,2.974,377.3
Honduras de la Sierra,Osumacinta,264.202,266.725,2.523,294.6
Honduras de la Sierra,Oxchuc,290.025,292.418,2.393,311.3
Honduras de la Sierra,Palenque,463.512,467.32,3.808,480.3
Honduras de la Sierra,Pantelhó,330.031,333.578,3.547,376.8
Honduras de la Sierra,Pantepec,356.874,360.714,3.84,380.6
Honduras de la Sierra,Pichucalco,415.683,420.523,4.84,430.6
Honduras de la Sierra,Pijijiapan,214.33,222.018,7.687,222.5
Honduras de la Sierra,Pueblo Nuevo Solistahuacán,328.083,331.447,3.365,350.0
Honduras de la Sierra,Rayón,347.751,351.476,3.724,367.4
Honduras de la Sierra,Reforma,421.263,424.131,2.869,429.9
Honduras de la Sierra,Rincón Chamula San Pedro,336.562,339.991,3.428,359.2
Honduras de la Sierra,Sabanilla,384.021,388.614,4.593,434.4
Honduras de la Sierra,Salto de Agua,436.386,440.037,3.651,456.9
Honduras de la Sierra,San Andrés Duraznal,342.142,345.758,3.616,377.0
Honduras de la Sierra,San Cristóbal de las Casas,255.767,257.903,2.136,277.5
Honduras de la Sierra,San Fernando,248.946,251.235,2.289,284.8
Honduras de la Sierra,San Juan Cancuc,312.293,315.149,2.855,353.5
Honduras de la Sierra,San Lucas,253.386,255.739,2.353,296.4
Honduras de la Sierra,Santiago el Pinar,293.354,296.135,2.781,341.7
Honduras de la Sierra,Siltepec,27.203,28.082,0.878,43.2
Honduras de la Sierra,Simojovel,358.034,361.851,3.816,405.3
Honduras de la Sierra,Sitalá,340.149,343.6,3.451,394.9
Honduras de la Sierra,Socoltenango,193.107,194.963,1.856,245.5
Honduras de la Sierra,Solosuchiapa,394.086,398.892,4.805,420.7
Honduras de la Sierra,Soyaló,280.508,283.227,2.719,313.5
Honduras de la Sierra,Suchiapa,213.772,215.974,2.202,255.2
Honduras de la Sierra,Suchiate,193.212,200.874,7.662,215.8
Honduras de la Sierra,Sunuapa,412.849,416.092,3.244,426.9
Honduras de la Sierra,Tapachula,149.449,157.093,7.644,179.7
Honduras de la Sierra,Tapalapa,336.18,340.141,3.961,396.3
Honduras de la Sierra,Tapilula,362.248,366.133,3.885,381.5
Honduras de la Sierra,Tecpatán,337.456,340.429,2.973,352.4
Honduras de la Sierra,Tenejapa,285.056,287.662,2.606,319.6
Honduras de la Sierra,Teopisca,232.177,234.21,2.033,261.6
Honduras de la Sierra,Tila,426.22,430.125,3.906,462.5
Honduras de la Sierra,Tonalá,307.729,315.465,7.736,299.7
Honduras de la Sierra,Totolapa,250.254,252.534,2.279,287.8
Honduras de la Sierra,Tumbalá,407.384,410.89,3.506,438.1
Honduras de la Sierra,Tuxtla Chico,169.524,177.197,7.673,191.3
Honduras de la Sierra,Tuxtla Gutiérrez,225.571,227.739,2.168,255.0
Honduras de la Sierra,Tuzantán,113.996,121.578,7.582,149.2
Honduras de la Sierra,Tzimol,173.501,175.439,1.938,201.2
Honduras de la Sierra,Unión Juárez,198.595,206.587,7.992,226.7
Honduras de la Sierra,Venustiano Carranza,214.753,216.604,1.852,271.3
Honduras de la Sierra,Villa Comaltitlán,140.658,148.271,7.613,174.2
Honduras de la Sierra,Villa Corzo,171.596,173.819,2.223,213.5
Honduras de la Sierra,Villaflores,191.236,193.248,2.012,212.5
Honduras de la Sierra,Yajalón,383.377,386.45,3.073,406.8
Honduras de la Sierra,Zinacantán,255.691,258.46,2.769,288.7
Honduras de la Sierra,Ángel Albino Corzo,85.283,87.354,2.072,114.6
Huehuetán,Acacoyagua,72.747,72.997,0.25,78.4
Huehuetán,Acala,400.227,400.964,0.737,315.8
Huehuetán,Acapetahua,70.109,70.19,0.08,75.7
Huehuetán,Aldama,344.168,348.013,3.845,352.7
Huehuetán,Altamirano,316.629,320.463,3.834,387.8
Huehuetán,Amatenango de la Frontera,112.057,115.543,3.485,114.0
Huehuetán,Amatenango del Valle,267.429,270.535,3.106,256.1
Huehuetán,Amatán,533.641,536.898,3.256,456.8
Huehuetán,Arriaga,225.077,225.261,0.185,169.2
Huehuetán,Bejucal de Ocampo,110.478,113.984,3.506,133.1
Huehuetán,Bella Vista,145.181,148.679,3.498,144.9
Huehuetán,Benemérito de las Américas,422.451,558.643,136.192,412.4
Huehuetán,Berriozábal,346.512,347.216,0.704,273.6
Huehuetán,Bochil,428.443,429.737,1.293,333.6
Huehuetán,Cacahoatán,58.65,59.061,0.411,64.4
Huehuetán,Capitán Luis Ángel Vidal,176.237,187.146,10.909,228.7
Huehuetán,Catazajá,659.561,654.035,-5.526,517.9
Huehuetán,Chalchihuitán,367.952,372.234,4.281,366.7
Huehuetán,Chamula,325.991,329.439,3.448,320.3
Huehuetán,Chanal,297.734,301.081,3.347,326.4
Huehuetán,Chapultenango,479.087,481.652,2.565,410.5
Huehuetán,Chenalhó,362.056,366.058,4.001,354.7
Huehuetán,Chiapa de Corzo,373.634,374.312,0.678,287.4
Huehuetán,Chiapilla,308.605,311.646,3.041,325.1
Huehuetán,Chicoasén,391.75,393.082,1.332,313.3
Huehuetán,Chicomuselo,181.342,184.657,3.314,194.9
Huehuetán,Chilón,422.909,426.987,4.079,404.0
Huehuetán,Cintalapa de Figueroa,289.42,289.907,0.487,224.8
Huehuetán,Coapilla,417.889,419.505,1.616,346.3
Huehuetán,Comitán de Domínguez,223.115,226.146,3.03,215.2
Huehuetán,Copainalá,399.018,400.275,1.257,318.1
Huehuetán,El Bosque,450.269,451.981,1.712,361.7
Huehuetán,El Parral,295.486,303.788,8.302,318.8
Huehuetán,El Porvenir,92.728,96.281,3.553,99.7
Huehuetán,Emiliano Zapata,392.184,392.908,0.724,311.8
Huehuetán,Escuintla,66.371,66.536,0.165,60.8
Huehuetán,Francisco León,458.931,460.963,2.032,380.3
Huehuetán,Frontera Comalapa,150.339,153.183,2.844,154.2
Huehuetán,Frontera Hidalgo,58.929,59.016,0.086,59.1
Huehuetán,Honduras de la Sierra,133.751,141.359,7.608,166.8
Huehuetán,Huitiupán,493.199,495.48,2.281,407.6
Huehuetán,Huixtla,27.083,27.123,0.04,30.2
Huehuetán,Huixtán,318.168,321.465,3.297,303.8
Huehuetán,Ixhuatán,512.352,514.858,2.506,416.8
Huehuetán,Ixtacomitán,523.898,525.788,1.89,432.2
Huehuetán,Ixtapa,395.512,396.483,0.971,303.9
Huehuetán,Ixtapangajoya,554.454,556.597,2.144,484.4
Huehuetán,Jiquipilas,294.349,294.857,0.508,231.6
Huehuetán,Jitotol,454.05,455.802,1.751,361.3
Huehuetán,Juárez,507.973,509.206,1.233,410.7
Huehuetán,La Concordia,221.141,224.214,3.073,250.0
Huehuetán,La Grandeza,113.832,118.248,4.416,123.4
Huehuetán,La Independencia,232.975,235.999,3.025,226.0
Huehuetán,La Libertad,540.875,545.804,4.929,522.2
Huehuetán,La Trinitaria,204.943,207.958,3.014,197.7
Huehuetán,Larráinzar,354.048,358.04,3.992,371.9
Huehuetán,Las Margaritas,240.238,243.29,3.051,234.4
Huehuetán,Las Rosas,260.312,263.419,3.107,254.5
Huehuetán,Mapastepec,87.466,87.566,0.101,76.9
Huehuetán,Maravilla Tenejapa,307.911,313.254,5.343,326.6
Huehuetán,Marqués de Comillas,409.262,545.479,136.218,412.6
Huehuetán,Mazapa de Madero,92.266,94.875,2.61,104.0
Huehuetán,Mazatán,29.476,29.506,0.03,35.8
Huehuetán,Metapa,47.82,47.902,0.081,41.9
Huehuetán,Mezcalapa,401.67,402.74,1.07,309.3
Huehuetán,Mitontic,345.627,349.826,4.199,345.3
Huehuetán,Montecristo de Guerrero,181.583,189.618,8.035,205.7
Huehuetán,Motozintla,50.994,51.723,0.729,51.6
Huehuetán,Nicolás Ruíz,282.531,285.602,3.07,295.4
Huehuetán,Ocosingo,560.085,696.506,136.421,573.2
Huehuetán,Ocotepec,441.67,443.562,1.892,382.0
Huehuetán,Ocozocoautla de Espinosa,314.806,315.392,0.586,244.0
Huehuetán,Ostuacán,453.405,454.737,1.332,350.5
Huehuetán,Osumacinta,372.574,373.524,0.95,289.7
Huehuetán,Oxchuc,344.271,347.776,3.505,330.6
Huehuetán,Palenque,517.758,522.678,4.92,499.7
Huehuetán,Pantelhó,384.277,388.937,4.66,396.2
Huehuetán,Pantepec,449.186,451.535,2.349,393.9
Huehuetán,Pichucalco,511.786,513.636,1.85,419.6
Huehuetán,Pijijiapan,119.892,120.022,0.129,97.2
Huehuetán,Pueblo Nuevo Solistahuacán,468.554,470.412,1.857,370.8
Huehuetán,Rayón,488.223,490.44,2.217,388.3
Huehuetán,Reforma,503.692,504.919,1.228,403.1
Huehuetán,Rincón Chamula San Pedro,477.034,478.955,1.921,380.1
Huehuetán,Sabanilla,524.493,527.578,3.085,455.3
