Origen,Destino,Distancia carretera (km),Distancia 3D (km),Diferencia (km),Tiempo estimado (min)
Ostuacán,Jiquipilas,179.491,180.33,0.839,158.9
Ostuacán,Jitotol,166.937,169.078,2.141,177.3
Ostuacán,Juárez,64.067,64.336,0.269,76.7
Ostuacán,La Concordia,286.772,287.834,1.061,275.8
Ostuacán,La Grandeza,437.084,440.023,2.939,402.7
Ostuacán,La Independencia,329.251,330.792,1.541,292.8
Ostuacán,La Libertad,284.216,277.629,-6.588,246.7
Ostuacán,La Trinitaria,317.851,319.365,1.514,275.8
Ostuacán,Larráinzar,197.41,200.317,2.907,215.0
Ostuacán,Las Margaritas,319.699,321.237,1.538,281.0
Ostuacán,Las Rosas,270.873,272.389,1.516,234.5
Ostuacán,Mapastepec,375.528,376.788,1.26,291.8
Ostuacán,Maravilla Tenejapa,445.197,448.338,3.141,402.9
Ostuacán,Marqués de Comillas,504.753,498.495,-6.258,447.3
Ostuacán,Mazapa de Madero,446.876,450.077,3.201,409.4
Ostuacán,Mazatán,475.785,477.157,1.372,371.3
Ostuacán,Metapa,494.129,495.553,1.424,377.3
Ostuacán,Mezcalapa,77.803,78.436,0.633,84.1
Ostuacán,Mitontic,251.678,253.918,2.24,228.6
Ostuacán,Montecristo de Guerrero,338.836,340.473,1.637,338.4
Ostuacán,Motozintla,465.507,467.532,2.025,359.7
Ostuacán,Nicolás Ruíz,243.075,244.089,1.014,217.8
Ostuacán,Ocosingo,416.437,410.137,-6.3,408.6
Ostuacán,Ocotepec,168.762,171.422,2.66,200.4
Ostuacán,Ocozocoautla de Espinosa,149.06,149.873,0.812,133.0
Ostuacán,Osumacinta,178.849,179.972,1.123,158.3
Ostuacán,Oxchuc,270.141,271.815,1.674,232.9
Ostuacán,Palenque,310.999,304.467,-6.532,279.7
Ostuacán,Pantelhó,221.329,224.276,2.947,269.6
Ostuacán,Pantepec,131.148,132.865,1.717,143.8
Ostuacán,Pichucalco,60.025,60.563,0.538,73.1
Ostuacán,Pijijiapan,337.281,338.508,1.227,261.3
Ostuacán,Pueblo Nuevo Solistahuacán,148.15,150.163,2.013,155.7
Ostuacán,Rayón,127.832,129.485,1.653,136.2
Ostuacán,Reforma,84.023,84.299,0.276,100.3
Ostuacán,Rincón Chamula San Pedro,141.117,143.112,1.996,150.8
Ostuacán,Sabanilla,156.104,157.803,1.699,188.0
Ostuacán,Salto de Agua,238.783,232.294,-6.489,218.5
Ostuacán,San Andrés Duraznal,164.083,166.355,2.271,184.7
Ostuacán,San Cristóbal de las Casas,215.147,216.426,1.278,180.1
Ostuacán,San Fernando,163.593,164.481,0.888,148.4
Ostuacán,San Juan Cancuc,274.053,276.167,2.113,259.5
Ostuacán,San Lucas,232.298,233.822,1.524,217.9
Ostuacán,Santiago el Pinar,251.408,253.336,1.928,242.5
Ostuacán,Siltepec,388.985,393.525,4.539,389.8
Ostuacán,Simojovel,209.877,212.704,2.827,257.3
Ostuacán,Sitalá,308.234,311.046,2.812,303.6
Ostuacán,Socoltenango,289.6,290.625,1.026,277.8
Ostuacán,Solosuchiapa,95.369,96.4,1.031,116.5
Ostuacán,Soyaló,200.518,202.258,1.74,190.4
Ostuacán,Suchiapa,173.446,174.354,0.908,159.2
Ostuacán,Suchiate,512.38,513.788,1.407,398.1
Ostuacán,Sunuapa,43.516,43.807,0.291,53.6
Ostuacán,Tapachula,468.618,470.007,1.389,362.1
Ostuacán,Tapalapa,145.533,147.823,2.291,169.8
Ostuacán,Tapilula,113.681,115.175,1.493,123.6
Ostuacán,Tecpatán,100.131,101.086,0.955,103.6
Ostuacán,Tenejapa,251.962,253.695,1.733,223.7
Ostuacán,Teopisca,240.602,242.024,1.423,210.9
Ostuacán,Tila,269.697,263.883,-5.814,250.9
Ostuacán,Tonalá,271.92,273.071,1.151,225.8
Ostuacán,Totolapa,229.513,230.603,1.09,211.4
Ostuacán,Tumbalá,276.201,270.375,-5.826,244.7
Ostuacán,Tuxtla Chico,488.692,490.111,1.418,373.7
Ostuacán,Tuxtla Gutiérrez,155.188,156.002,0.814,129.0
Ostuacán,Tuzantán,438.471,439.811,1.34,335.5
Ostuacán,Tzimol,315.122,316.654,1.532,274.5
Ostuacán,Unión Juárez,517.763,519.5,1.737,409.1
Ostuacán,Venustiano Carranza,236.902,237.863,0.961,214.7
Ostuacán,Villa Comaltitlán,423.653,424.957,1.304,326.3
Ostuacán,Villa Corzo,237.401,238.516,1.116,243.2
Ostuacán,Villaflores,192.532,193.387,0.855,193.0
Ostuacán,Yajalón,213.41,215.959,2.549,270.6
Ostuacán,Zinacantán,202.438,203.871,1.434,178.1
Ostuacán,Ángel Albino Corzo,320.383,321.654,1.271,323.9
Osumacinta,Acacoyagua,323.497,324.559,1.062,263.3
Osumacinta,Acala,93.43,93.896,0.466,101.0
Osumacinta,Acapetahua,332.976,333.885,0.909,267.8
Osumacinta,Aldama,88.806,90.353,1.547,143.4
Osumacinta,Altamirano,220.966,222.565,1.598,244.6
Osumacinta,Amatenango de la Frontera,307.045,308.645,1.6,291.7
Osumacinta,Amatenango del Valle,141.706,142.69,0.984,132.4
Osumacinta,Amatán,164.386,167.307,2.921,201.6
Osumacinta,Arriaga,151.73,152.49,0.759,124.3
Osumacinta,Bejucal de Ocampo,315.466,317.619,2.154,306.8
Osumacinta,Bella Vista,308.228,310.202,1.973,292.9
Osumacinta,Benemérito de las Américas,441.024,443.977,2.953,408.2
Osumacinta,Berriozábal,61.221,61.698,0.477,75.0
Osumacinta,Bochil,59.188,60.146,0.958,78.3
Osumacinta,Cacahoatán,423.992,425.364,1.372,338.8
Osumacinta,Capitán Luis Ángel Vidal,268.058,271.524,3.466,305.7
Osumacinta,Catazajá,295.241,297.824,2.583,318.2
Osumacinta,Chalchihuitán,158.566,160.35,1.784,164.9
Osumacinta,Chamula,116.727,117.766,1.039,118.3
Osumacinta,Chanal,157.601,158.711,1.11,174.1
Osumacinta,Chapultenango,112.803,114.596,1.793,147.6
Osumacinta,Chenalhó,152.67,154.174,1.504,152.9
Osumacinta,Chiapa de Corzo,66.837,67.243,0.406,72.7
Osumacinta,Chiapilla,108.505,109.124,0.619,117.0
Osumacinta,Chicoasén,22.956,23.346,0.39,30.0
Osumacinta,Chicomuselo,258.038,259.25,1.212,309.0
Osumacinta,Chilón,235.707,237.51,1.803,222.9
Osumacinta,Cintalapa de Figueroa,99.51,99.963,0.453,91.0
Osumacinta,Coapilla,49.095,49.769,0.674,63.0
Osumacinta,Comitán de Domínguez,187.341,188.405,1.065,176.6
Osumacinta,Copainalá,30.224,30.539,0.315,34.8
Osumacinta,El Bosque,81.014,82.391,1.377,106.4
Osumacinta,El Parral,101.432,101.877,0.446,109.9
Osumacinta,El Porvenir,304.188,309.371,5.182,330.0
Osumacinta,Emiliano Zapata,85.386,85.839,0.453,97.0
Osumacinta,Escuintla,338.151,339.154,1.002,263.7
Osumacinta,Francisco León,92.647,93.907,1.26,117.4
Osumacinta,Frontera Comalapa,298.146,299.445,1.299,288.4
Osumacinta,Frontera Hidalgo,424.272,425.319,1.047,333.5
Osumacinta,Honduras de la Sierra,264.849,267.376,2.526,296.3
Osumacinta,Huehuetán,372.394,373.37,0.976,288.1
Osumacinta,Huitiupán,123.944,125.889,1.945,152.3
Osumacinta,Huixtla,355.145,356.093,0.948,272.9
Osumacinta,Huixtán,130.967,131.988,1.021,122.7
Osumacinta,Ixhuatán,107.586,109.335,1.749,145.6
Osumacinta,Ixtacomitán,140.203,142.754,2.551,170.6
Osumacinta,Ixtapa,53.486,54.36,0.874,74.6
Osumacinta,Ixtapangajoya,168.693,171.513,2.82,223.6
Osumacinta,Jiquipilas,98.525,98.982,0.458,97.9
Osumacinta,Jitotol,84.795,86.211,1.416,106.0
Osumacinta,Juárez,233.025,234.05,1.024,218.1
Osumacinta,La Concordia,180.189,180.8,0.611,193.9
Osumacinta,La Grandeza,324.012,326.507,2.495,319.4
Osumacinta,La Independencia,216.179,217.276,1.097,209.4
Osumacinta,La Libertad,353.673,356.327,2.654,341.1
Osumacinta,La Trinitaria,204.779,205.849,1.07,192.5
Osumacinta,Larráinzar,86.778,88.348,1.57,135.4
Osumacinta,Las Margaritas,206.627,207.721,1.094,197.7
Osumacinta,Las Rosas,157.8,158.873,1.073,151.2
Osumacinta,Mapastepec,294.561,295.44,0.879,230.7
Osumacinta,Maravilla Tenejapa,332.125,334.822,2.697,319.5
Osumacinta,Marqués de Comillas,427.61,430.589,2.978,408.2
Osumacinta,Mazapa de Madero,333.804,336.561,2.757,326.0
Osumacinta,Mazatán,394.818,395.809,0.991,310.2
Osumacinta,Metapa,413.163,414.205,1.042,316.3
Osumacinta,Mezcalapa,126.722,127.583,0.861,116.7
Osumacinta,Mitontic,138.606,140.402,1.796,145.3
Osumacinta,Montecristo de Guerrero,232.252,233.439,1.187,256.5
Osumacinta,Motozintla,384.541,386.184,1.644,298.6
Osumacinta,Nicolás Ruíz,130.003,130.573,0.57,134.5
Osumacinta,Ocosingo,342.062,344.7,2.639,418.1
Osumacinta,Ocotepec,72.876,73.826,0.95,98.7
Osumacinta,Ocozocoautla de Espinosa,68.094,68.525,0.431,72.0
Osumacinta,Ostuacán,178.457,179.58,1.123,157.9
Osumacinta,Oxchuc,157.069,158.299,1.23,149.5
Osumacinta,Palenque,330.556,333.201,2.645,318.6
Osumacinta,Pantelhó,140.703,142.796,2.093,183.2
Osumacinta,Pantepec,80.392,81.799,1.407,110.6
Osumacinta,Pichucalco,151.389,153.965,2.576,180.3
Osumacinta,Pijijiapan,256.314,257.16,0.846,200.2
Osumacinta,Pueblo Nuevo Solistahuacán,99.299,100.821,1.522,115.6
Osumacinta,Rayón,89.028,90.54,1.512,122.4
Osumacinta,Reforma,228.744,229.762,1.018,210.4
Osumacinta,Rincón Chamula San Pedro,107.779,109.364,1.585,124.9
Osumacinta,Sabanilla,155.238,157.988,2.75,200.0
Osumacinta,Salto de Agua,303.43,305.918,2.488,295.1
Osumacinta,San Andrés Duraznal,113.358,115.131,1.773,142.7
Osumacinta,San Cristóbal de las Casas,102.075,102.91,0.835,96.8
Osumacinta,San Fernando,27.354,27.723,0.369,39.4
Osumacinta,San Juan Cancuc,160.981,162.651,1.669,176.1
Osumacinta,San Lucas,119.226,120.306,1.08,134.6
Osumacinta,Santiago el Pinar,89.332,90.899,1.567,144.6
Osumacinta,Siltepec,282.402,286.491,4.089,308.0
Osumacinta,Simojovel,129.251,131.225,1.973,170.9
Osumacinta,Sitalá,195.162,197.53,2.368,220.3
Osumacinta,Socoltenango,176.528,177.11,0.582,194.5
Osumacinta,Solosuchiapa,129.792,132.333,2.541,170.3
Osumacinta,Soyaló,25.121,25.734,0.613,37.9
Osumacinta,Suchiapa,65.989,66.437,0.448,80.2
Osumacinta,Suchiate,431.413,432.44,1.026,337.1
Osumacinta,Sunuapa,172.275,175.132,2.857,206.3
Osumacinta,Tapachula,387.651,388.659,1.008,301.0
Osumacinta,Tapalapa,75.758,77.204,1.446,108.1
Osumacinta,Tapilula,97.954,99.575,1.621,131.1
Osumacinta,Tecpatán,64.494,65.222,0.728,74.6
Osumacinta,Tenejapa,138.89,140.179,1.289,140.3
Osumacinta,Teopisca,127.53,128.508,0.979,127.6
Osumacinta,Tila,212.214,216.256,4.042,284.6
Osumacinta,Tonalá,190.953,191.723,0.77,164.7
Osumacinta,Totolapa,116.441,117.087,0.646,128.1
Osumacinta,Tumbalá,274.428,276.771,2.343,276.3
Osumacinta,Tuxtla Chico,407.726,408.763,1.037,312.6
Osumacinta,Tuxtla Gutiérrez,40.654,41.004,0.35,45.4
Osumacinta,Tuzantán,357.504,358.463,0.959,274.4
Osumacinta,Tzimol,202.05,203.138,1.088,191.1
Osumacinta,Unión Juárez,436.797,438.152,1.356,348.0
Osumacinta,Venustiano Carranza,123.83,124.347,0.517,131.3
Osumacinta,Villa Comaltitlán,342.686,343.609,0.923,265.2
Osumacinta,Villa Corzo,153.332,154.148,0.816,171.7
Osumacinta,Villaflores,123.958,124.505,0.547,127.5
Osumacinta,Yajalón,250.421,252.331,1.91,245.0
Osumacinta,Zinacantán,89.366,90.355,0.99,94.8
Osumacinta,Ángel Albino Corzo,213.8,214.62,0.82,242.0
Oxchuc,Acacoyagua,414.133,415.734,1.6,336.6
Oxchuc,Acala,113.809,114.85,1.042,121.5
Oxchuc,Acapetahua,423.612,425.059,1.447,341.1
Oxchuc,Aldama,92.002,92.988,0.987,113.5
Oxchuc,Altamirano,68.179,68.685,0.507,105.4
Oxchuc,Amatenango de la Frontera,242.163,243.179,1.016,233.8
Oxchuc,Amatenango del Valle,76.823,77.224,0.401,74.5
Oxchuc,Amatán,163.062,166.417,3.355,232.3
Oxchuc,Arriaga,242.367,243.664,1.297,197.6
Oxchuc,Bejucal de Ocampo,250.583,252.153,1.57,248.9
Oxchuc,Bella Vista,243.346,244.736,1.39,235.0
Oxchuc,Benemérito de las Américas,307.505,309.243,1.738,342.8
Oxchuc,Berriozábal,151.857,152.873,1.016,148.3
Oxchuc,Bochil,144.67,146.09,1.42,140.7
Oxchuc,Cacahoatán,344.086,350.89,6.804,364.9
Oxchuc,Capitán Luis Ángel Vidal,326.697,330.637,3.94,353.3
Oxchuc,Catazajá,214.99,216.556,1.566,205.2
Oxchuc,Chalchihuitán,73.169,74.619,1.45,112.1
Oxchuc,Chamula,73.825,74.414,0.59,81.1
Oxchuc,Chanal,39.524,39.869,0.346,75.6
Oxchuc,Chapultenango,280.73,284.495,3.766,277.7
Oxchuc,Chenalhó,54.926,55.824,0.897,81.2
Oxchuc,Chiapa de Corzo,125.476,126.356,0.88,120.3
Oxchuc,Chiapilla,93.072,93.819,0.747,112.9
Oxchuc,Chicoasén,175.517,177.116,1.599,171.5
Oxchuc,Chicomuselo,279.507,280.713,1.206,285.1
Oxchuc,Chilón,82.919,83.631,0.712,83.7
Oxchuc,Cintalapa de Figueroa,190.147,191.138,0.991,164.3
Oxchuc,Coapilla,201.655,203.539,1.883,204.5
Oxchuc,Comitán de Domínguez,122.458,122.939,0.481,118.7
Oxchuc,Copainalá,182.784,184.309,1.524,176.4
Oxchuc,El Bosque,166.495,168.334,1.839,168.8
Oxchuc,El Parral,160.071,160.991,0.919,157.5
Oxchuc,El Porvenir,274.672,277.168,2.496,281.4
Oxchuc,Emiliano Zapata,144.026,144.952,0.926,144.6
Oxchuc,Escuintla,328.327,332.278,3.951,324.4
Oxchuc,Francisco León,245.207,247.677,2.469,258.9
Oxchuc,Frontera Comalapa,233.263,233.979,0.715,230.5
Oxchuc,Frontera Hidalgo,395.97,399.541,3.571,375.6
Oxchuc,Honduras de la Sierra,289.283,291.664,2.381,310.7
Oxchuc,Huehuetán,344.092,347.591,3.499,330.2
Oxchuc,Huitiupán,122.619,124.999,2.38,183.0
Oxchuc,Huixtla,331.588,335.071,3.483,319.4
Oxchuc,Huixtán,25.791,26.002,0.211,27.3
Oxchuc,Ixhuatán,228.579,231.21,2.632,223.9
Oxchuc,Ixtacomitán,261.196,264.629,3.433,249.0
Oxchuc,Ixtapa,111.738,112.836,1.098,111.0
Oxchuc,Ixtapangajoya,289.686,293.388,3.702,302.0
Oxchuc,Jiquipilas,189.161,190.157,0.996,171.2
Oxchuc,Jitotol,170.277,172.154,1.878,168.4
Oxchuc,Juárez,323.662,325.224,1.562,291.3
Oxchuc,La Concordia,238.828,239.913,1.085,241.5
Oxchuc,La Grandeza,259.129,261.041,1.912,261.5
Oxchuc,La Independencia,151.296,151.81,0.514,151.5
Oxchuc,La Libertad,200.886,202.448,1.563,202.0
Oxchuc,La Trinitaria,139.896,140.383,0.487,134.6
Oxchuc,Larráinzar,101.881,103.015,1.134,132.7
Oxchuc,Las Margaritas,141.744,142.255,0.51,139.8
Oxchuc,Las Rosas,92.918,93.407,0.489,93.3
Oxchuc,Mapastepec,385.197,386.615,1.417,304.0
Oxchuc,Maravilla Tenejapa,267.243,269.356,2.113,261.6
Oxchuc,Marqués de Comillas,298.299,300.04,1.741,343.6
Oxchuc,Mazapa de Madero,268.921,271.095,2.174,268.1
Oxchuc,Mazatán,366.517,370.031,3.514,352.3
Oxchuc,Metapa,384.861,388.427,3.566,358.4
Oxchuc,Mezcalapa,217.359,218.758,1.399,190.0
Oxchuc,Mitontic,53.933,54.661,0.728,80.9
Oxchuc,Montecristo de Guerrero,290.892,292.553,1.661,304.1
Oxchuc,Motozintla,292.811,295.581,2.77,278.6
Oxchuc,Nicolás Ruíz,104.012,104.816,0.804,104.6
Oxchuc,Ocosingo,189.274,190.821,1.547,279.0
Oxchuc,Ocotepec,225.437,227.596,2.159,240.3
Oxchuc,Ocozocoautla de Espinosa,158.73,159.699,0.969,145.3
Oxchuc,Ostuacán,269.093,270.755,1.661,231.2
Oxchuc,Osumacinta,156.34,157.558,1.217,148.0
Oxchuc,Palenque,177.768,179.322,1.554,179.4
Oxchuc,Pantelhó,69.271,70.599,1.328,122.4
Oxchuc,Pantepec,213.572,216.031,2.459,208.6
Oxchuc,Pichucalco,272.382,275.84,3.459,258.6
Oxchuc,Pijijiapan,346.95,348.334,1.384,273.5
Oxchuc,Pueblo Nuevo Solistahuacán,184.781,186.764,1.984,178.0
Oxchuc,Rayón,204.45,206.792,2.343,195.5
Oxchuc,Reforma,319.38,320.937,1.557,283.7
Oxchuc,Rincón Chamula San Pedro,193.261,195.308,2.047,187.3
Oxchuc,Sabanilla,151.274,152.876,1.602,179.1
Oxchuc,Salto de Agua,150.643,152.039,1.397,156.0
Oxchuc,San Andrés Duraznal,125.921,128.506,2.584,196.0
Oxchuc,San Cristóbal de las Casas,57.846,58.237,0.391,57.7
Oxchuc,San Fernando,141.084,142.067,0.983,138.1
Oxchuc,San Juan Cancuc,37.348,38.071,0.723,62.1
Oxchuc,San Lucas,90.024,90.773,0.75,109.9
Oxchuc,Santiago el Pinar,95.434,96.469,1.035,121.9
Oxchuc,Siltepec,275.863,277.763,1.901,285.1
Oxchuc,Simojovel,104.515,106.58,2.065,159.2
Oxchuc,Sitalá,57.815,58.791,0.976,98.5
Oxchuc,Socoltenango,140.831,141.427,0.596,155.2
Oxchuc,Solosuchiapa,250.785,254.208,3.424,248.7
Oxchuc,Soyaló,137.206,138.544,1.338,141.6
Oxchuc,Suchiapa,140.665,141.687,1.022,143.8
Oxchuc,Suchiate,403.112,406.661,3.549,379.2
Oxchuc,Sunuapa,310.966,312.898,1.932,280.7
Oxchuc,Tapachula,359.349,362.88,3.531,343.1
Oxchuc,Tapalapa,227.957,230.989,3.032,234.6
Oxchuc,Tapilula,218.946,221.45,2.504,209.5
Oxchuc,Tecpatán,235.573,237.234,1.661,206.3
Oxchuc,Tenejapa,41.299,41.906,0.608,59.8
Oxchuc,Teopisca,62.647,63.042,0.395,69.7
Oxchuc,Tila,140.476,142.127,1.651,161.6
Oxchuc,Tonalá,281.589,282.897,1.308,238.0
Oxchuc,Totolapa,109.598,110.51,0.912,115.7
Oxchuc,Tumbalá,121.64,122.892,1.252,137.2
Oxchuc,Tuxtla Chico,379.424,382.984,3.56,354.8
Oxchuc,Tuxtla Gutiérrez,117.709,118.571,0.862,108.3
Oxchuc,Tuzantán,323.896,327.365,3.469,312.6
Oxchuc,Tzimol,137.168,137.672,0.504,133.2
Oxchuc,Unión Juárez,340.937,347.268,6.331,365.0
Oxchuc,Venustiano Carranza,119.401,120.191,0.79,132.4
Oxchuc,Villa Comaltitlán,350.558,354.058,3.5,337.7
Oxchuc,Villa Corzo,219.93,221.248,1.317,230.1
Oxchuc,Villaflores,190.557,191.605,1.048,185.9
Oxchuc,Yajalón,97.633,98.452,0.818,105.9
Oxchuc,Zinacantán,82.181,82.933,0.751,84.4
Oxchuc,Ángel Albino Corzo,272.44,273.733,1.294,289.6
Palenque,Acacoyagua,587.642,590.655,3.014,505.6
Palenque,Acala,287.317,289.772,2.455,290.5
Palenque,Acapetahua,597.12,599.981,2.86,510.2
Palenque,Aldama,265.51,267.91,2.4,282.6
Palenque,Altamirano,202.209,203.877,1.668,238.0
Palenque,Amatenango de la Frontera,415.671,418.101,2.43,402.9
Palenque,Amatenango del Valle,250.332,252.146,1.814,243.6
Palenque,Amatán,233.309,234.219,0.91,245.2
Palenque,Arriaga,415.875,418.586,2.711,366.6
Palenque,Bejucal de Ocampo,424.091,427.075,2.984,417.9
Palenque,Bella Vista,416.854,419.657,2.803,404.1
Palenque,Benemérito de las Américas,227.336,227.657,0.321,215.3
Palenque,Berriozábal,325.365,327.795,2.429,317.4
Palenque,Bochil,256.463,259.526,3.063,303.6
Palenque,Cacahoatán,517.594,525.811,8.217,533.9
Palenque,Capitán Luis Ángel Vidal,500.206,505.559,5.353,522.4
Palenque,Catazajá,95.88,95.98,0.1,102.9
Palenque,Chalchihuitán,207.664,210.461,2.798,259.0
Palenque,Chamula,247.333,249.336,2.003,250.2
Palenque,Chanal,213.032,214.791,1.759,244.7
Palenque,Chapultenango,265.495,265.995,0.499,258.5
Palenque,Chenalhó,203.158,205.419,2.261,231.0
Palenque,Chiapa de Corzo,298.984,301.278,2.293,289.3
Palenque,Chiapilla,266.58,268.741,2.161,281.9
Palenque,Chicoasén,349.025,352.037,3.012,340.6
Palenque,Chicomuselo,453.015,455.634,2.619,454.1
Palenque,Chilón,137.641,138.649,1.008,142.7
Palenque,Cintalapa de Figueroa,363.655,366.059,2.405,333.4
Palenque,Coapilla,316.227,318.255,2.028,321.0
Palenque,Comitán de Domínguez,295.966,297.861,1.895,287.8
Palenque,Copainalá,332.254,334.612,2.359,345.2
Palenque,El Bosque,243.997,247.073,3.076,297.9
Palenque,El Parral,333.579,335.912,2.333,326.5
Palenque,El Porvenir,448.18,452.089,3.909,450.4
Palenque,Emiliano Zapata,317.534,319.874,2.34,313.7
Palenque,Escuintla,501.835,507.199,5.364,493.5
Palenque,Francisco León,296.668,297.804,1.136,305.6
Palenque,Frontera Comalapa,406.772,408.9,2.129,399.6
Palenque,Frontera Hidalgo,569.478,574.462,4.984,544.7
Palenque,Honduras de la Sierra,462.791,466.586,3.795,479.8
Palenque,Huehuetán,517.601,522.513,4.912,499.3
Palenque,Huitiupán,203.384,206.376,2.992,277.1
Palenque,Huixtla,505.096,509.992,4.896,488.5
Palenque,Huixtán,199.299,200.924,1.624,196.4
Palenque,Ixhuatán,260.062,261.084,1.022,250.5
Palenque,Ixtacomitán,246.039,246.21,0.171,229.7
Palenque,Ixtapa,285.247,287.758,2.511,280.1
Palenque,Ixtapangajoya,231.498,231.87,0.372,239.7
Palenque,Jiquipilas,362.669,365.079,2.41,340.2
Palenque,Jitotol,317.973,319.664,1.691,303.1
Palenque,Juárez,225.9,226.033,0.134,232.2
Palenque,La Concordia,412.337,414.835,2.498,410.6
Palenque,La Grandeza,432.638,435.963,3.325,430.6
Palenque,La Independencia,257.83,259.74,1.909,311.4
Palenque,La Libertad,76.533,76.617,0.084,92.2
Palenque,La Trinitaria,313.405,315.305,1.9,303.7
Palenque,Larráinzar,275.389,277.937,2.547,301.8
Palenque,Las Margaritas,240.291,242.183,1.892,286.1
Palenque,Las Rosas,266.426,268.329,1.903,262.3
Palenque,Mapastepec,558.706,561.536,2.831,473.1
Palenque,Maravilla Tenejapa,348.355,349.625,1.27,321.1
Palenque,Marqués de Comillas,218.13,218.454,0.325,216.1
Palenque,Mazapa de Madero,442.43,446.017,3.587,437.2
Palenque,Mazatán,540.025,544.952,4.928,521.4
Palenque,Metapa,558.369,563.348,4.979,527.5
Palenque,Mezcalapa,345.911,339.468,-6.443,307.3
Palenque,Mitontic,202.165,204.256,2.092,230.7
Palenque,Montecristo de Guerrero,464.4,467.474,3.074,473.2
Palenque,Motozintla,466.319,470.503,4.184,447.7
Palenque,Nicolás Ruíz,277.52,279.738,2.218,273.6
Palenque,Ocosingo,129.813,130.096,0.283,177.4
Palenque,Ocotepec,319.798,322.008,2.211,326.1
Palenque,Ocozocoautla de Espinosa,332.238,334.621,2.383,314.3
Palenque,Ostuacán,311.724,304.892,-6.832,278.8
Palenque,Osumacinta,329.849,332.479,2.631,317.1
Palenque,Oxchuc,177.79,179.342,1.552,179.5
Palenque,Pantelhó,192.58,194.686,2.105,228.4
Palenque,Pantepec,282.183,283.451,1.267,269.5
Palenque,Pichucalco,236.123,236.261,0.138,219.7
Palenque,Pijijiapan,520.459,523.256,2.798,442.5
Palenque,Pueblo Nuevo Solistahuacán,299.185,300.749,1.563,281.4
Palenque,Rayón,278.867,280.071,1.204,261.9
Palenque,Reforma,234.299,227.355,-6.944,215.8
Palenque,Rincón Chamula San Pedro,292.152,293.698,1.546,276.5
Palenque,Sabanilla,166.478,168.362,1.884,220.3
Palenque,Salto de Agua,73.424,73.781,0.357,93.0
Palenque,San Andrés Duraznal,237.648,240.542,2.895,298.7
Palenque,San Cristóbal de las Casas,231.354,233.158,1.804,226.7
Palenque,San Fernando,314.592,316.989,2.396,307.2
Palenque,San Juan Cancuc,170.301,172.157,1.856,195.7
Palenque,San Lucas,263.532,265.695,2.163,279.0
Palenque,Santiago el Pinar,268.942,271.39,2.449,291.0
Palenque,Siltepec,449.371,452.685,3.314,454.2
Palenque,Simojovel,201.427,203.773,2.346,246.8
Palenque,Sitalá,151.201,152.711,1.51,174.2
Palenque,Socoltenango,314.34,316.349,2.009,324.3
Palenque,Solosuchiapa,246.404,246.986,0.581,242.2
Palenque,Soyaló,310.714,313.465,2.751,310.6
Palenque,Suchiapa,314.174,316.609,2.435,312.9
Palenque,Suchiate,576.62,581.583,4.963,548.3
Palenque,Sunuapa,257.009,257.428,0.419,245.7
Palenque,Tapachula,532.857,537.802,4.944,512.2
Palenque,Tapalapa,296.568,298.409,1.841,295.5
Palenque,Tapilula,264.717,265.76,1.044,249.3
Palenque,Tecpatán,368.018,361.893,-6.124,326.2
Palenque,Tenejapa,189.531,191.502,1.971,209.6
Palenque,Teopisca,236.155,237.964,1.809,238.7
Palenque,Tila,140.166,141.979,1.812,186.7
Palenque,Tonalá,455.097,457.819,2.722,407.1
Palenque,Totolapa,283.106,285.431,2.325,284.8
Palenque,Tumbalá,95.625,96.331,0.706,117.5
Palenque,Tuxtla Chico,552.932,557.906,4.974,523.8
Palenque,Tuxtla Gutiérrez,291.217,293.493,2.276,277.4
Palenque,Tuzantán,497.404,502.287,4.883,481.7
Palenque,Tzimol,310.676,312.593,1.918,302.3
Palenque,Unión Juárez,514.445,522.189,7.744,534.0
Palenque,Venustiano Carranza,292.909,295.113,2.204,301.4
Palenque,Villa Comaltitlán,524.067,528.98,4.913,506.7
Palenque,Villa Corzo,393.439,396.169,2.731,399.1
Palenque,Villaflores,364.065,366.527,2.462,355.0
Palenque,Yajalón,123.037,124.235,1.197,158.3
Palenque,Zinacantán,255.69,257.854,2.165,253.5
Palenque,Ángel Albino Corzo,445.948,448.655,2.707,458.7
Pantelhó,Acacoyagua,431.422,433.957,2.535,380.8
Pantelhó,Acala,131.097,133.074,1.977,165.8
Pantelhó,Acapetahua,440.901,443.282,2.382,385.4
Pantelhó,Aldama,76.545,77.962,1.417,112.0
Pantelhó,Altamirano,133.067,134.761,1.694,217.7
Pantelhó,Amatenango de la Frontera,282.195,284.284,2.089,300.0
Pantelhó,Amatenango del Valle,116.856,118.329,1.474,140.7
Pantelhó,Amatán,100.136,101.875,1.739,137.6
Pantelhó,Arriaga,259.655,261.887,2.232,241.8
Pantelhó,Bejucal de Ocampo,290.615,293.258,2.643,315.1
Pantelhó,Bella Vista,283.378,285.841,2.463,301.3
Pantelhó,Benemérito de las Américas,395.519,397.894,2.375,395.0
Pantelhó,Berriozábal,169.146,171.096,1.951,192.6
Pantelhó,Bochil,81.811,82.947,1.135,106.3
Pantelhó,Cacahoatán,384.118,391.995,7.877,431.1
Pantelhó,Capitán Luis Ángel Vidal,343.986,348.861,4.875,397.6
